제목,작성일,조회수,분류,docid,mtgHmeDd,sno,mtgMtrRegSno,popup_url
조기위암 수술 후 문합부위의 누출에 실시한 자766 내시경적 상부 소화관 천공 치료 4회 인정여부,2016-09-30,128,공개사례,,,,,
자765다 내시경적 점막하 박리 절제술 후 수평절제면 양성일 때 자765다 내시경적 점막하 박리 절제 재시술의 타당성에 대하여,2016-09-30,186,공개사례,,,,,
"진료내역 참조, Agalsidase 주사제(품명: 젠자임파브라자임주 등) 인정여부",2016-09-30,229,공개사례,,,,,
"진료내역 참조, 나595-2 인유두종바이러스 유전자형검사 인정여부",2016-08-31,434,공개사례,,,,,
갑상선암 수술 후 장기 추적관찰 중 재발 소견이 없음에도 불구하고 시행된 다종의 검사 인정여부,2016-08-31,270,공개사례,,,,,
"진료내역 참조, 자770가 결장경하 종양 수술-폴립 절제술 시 산정한 입원료 및 비경구항생제 인정여부",2016-08-31,529,공개사례,,,,,
부신피질호르몬제를 사용하며 일주일 간격으로 실시한 바25자 후지내측지 및 바25차 추간관절차단술의 인정여부,2016-08-31,382,공개사례,,,,,
악안면 교정수술 요양급여대상 인정여부,2016-08-31,438,공개사례,,,,,
"시술내역과 조직검사결과 참조, 자23가(1) 연부조직종양적출술 인정여부",2016-08-31,635,공개사례,,,,,
"진료내역 및 영상자료 참조, 자69-1 자가골연골이식술 인정여부",2016-08-31,302,공개사례,,,,,
"진료내역 및 영상자료 참조, 골다공증성 압박골절(L1)에 시행한  자46 척추고정술 인정여부",2016-08-31,216,공개사례,,,,,
[자동차보험] [16-5-B-4] 중복으로 처방되거나 수상 수개월 후 처방된 첩약 인정여부(3사례),2016-08-30,148,공개사례,,,,,
허혈성 심질환 환자에서 저칼륨혈증과 관련하여 시행한 자200-2 심율동전환제세동기(ICD) 인정여부,2016-07-29,169,공개사례,,,,,
"진료내역 참조, 유전성 제8인자 결핍(혈우병 A) 상병에 투여한 Eptacog alfa 주사제(품명: 노보세븐알티주) 인정여부",2016-07-29,156,공개사례,,,,,
"간세포암종과 동반된 간문맥침범, 종양혈전 및 폐전이상태에서 시행한 간동맥화학색전술(TACE) 인정여부",2016-07-29,274,공개사례,,,,,
만성 바이러스 B형 간염 상병에서 tenofovir(품명: 비리어드정) 복용 중 크레아티닌 상승으로 교체 투여한 entecavir(품명: 바라크루드정 0.5mg) 인정여부 및 투여 용량에 대하여,2016-07-29,430,공개사례,,,,,
경피적관상동맥중재술 중 혈전 병변에서 시행한 혈전제거술(aspiration thrombectomy) 인정여부,2016-06-30,304,공개사례,,,,,
임신주수에 비해 작게 태어난(SGA) 저신장 소아 중 러셀-실버증후군이 있는 소아에게 사용한 Somatropin 주사제(품명: 유트로핀주 등) 인정여부,2016-06-30,319,공개사례,,,,,
만성동맥폐색증(CTO) 환자에서 발생한 심장마비(cardiac arrest) 예방을 위해 시행한 자200-2가 심율동전환제세동기(ICD) 인정여부,2016-06-30,135,공개사례,,,,,
관동맥경축(Coronary Spasm) 예방을 위해 시행한 약물치료의 적절성 판단 및 자200-2가 심율동전환제세동기(ICD) 인정여부,2016-06-30,137,공개사례,,,,,
NYHA Class IV로 심율동전환제세동기(ICD) 삽입 후 기대수명의 연장을 예측하기 어려운 상황에서 시행한 자200-2가 심율동전환제세동기(ICD) 인정여부,2016-06-30,136,공개사례,,,,,
자480-1 뇌기저부수술시 단계적수술(staged operation)에 대한 타당성 여부 및 수가산정방법,2016-06-30,156,공개사례,,,,,
복부수술 기왕력 있는 환자에서 주된 수술과 동시 산정한 자281 장관유착박리술[제 2의 수술] 인정여부,2016-06-30,174,공개사례,,,,,
"진료내역 참조, 긴 QT 증후군으로 시행한 심율동전환제세동기(ICD) 인정여부",2016-05-31,126,공개사례,,,,,
"진료내역 참조, 긴 QT 증후군으로 시행한 심율동전환제세동기(ICD) 인정여부",2016-05-31,126,공개사례,,,,,
부르가다증후군(Brugada syndrome)으로 판단하여 실신 환자에게 시행한 심율동전환제세동기(ICD) 인정여부,2016-05-31,128,공개사례,,,,,
"진료내역 참조, 자34다 두개골조기봉합교정수술 및 치료재료 인정여부",2016-05-31,158,공개사례,,,,,
갑상선암 상병에 시행한 다305 침샘스캔 인정여부,2016-05-31,143,공개사례,,,,,
대퇴 및 슬와동맥의 죽상경화증에 의한 협착 치료시 동시 사용한 죽종제거카테터와 약물방출풍선카테터 등 인정여부,2016-05-31,429,공개사례,,,,,
저나트륨혈증에 투여한 Tolvaptan 경구제(품명: 삼스카정) 인정여부,2016-05-31,183,공개사례,,,,,
혈전성 미세혈관병증 상병에 장기간 시행한‘마102다 치료적성분채집술-혈장’인정여부,2016-05-31,302,공개사례,,,,,
식도암에서 전이된 쇄골상부 림프절증(Esophageal cancer with supraclavicular lymphadenopathy)과 동반된 위암 환자에게 시행한 자765다 내시경적 점막하 박리 절제술 및 바1다 감시하 전신마취 타당성에 대하여,2016-04-29,213,공개사례,,,,,
류마티스관절염에 Adalimumab(품명: 휴미라주 등)과 2종 이상의 질병조정 항류마티스 약제 병용투여 인정여부,2016-04-29,376,공개사례,,,,,
강직성척추염 진단하에 잠복결핵검사없이 투여한 종양괴사인자알파저해제 인정여부,2016-04-29,433,공개사례,,,,,
"판막질환이 동반된 폐성고혈압에 투여한 암브리센탄(품명: 볼리브리스정 5mg), 일로프로스트(품명: 벤타비스흡입액) 인정여부",2016-04-29,166,공개사례,,,,,
복부 CT 판독결과 여러개의 작은 림프절(multiple small lymph node) 소견이 있는 환자에서 시행한 자765다 내시경적 점막하 박리 절제술 타당성 여부,2016-04-29,140,공개사례,,,,,
궤양성대장염 환자에서 adalimumab(품명: 휴미라주 등) 사용으로 효과없어 infliximab(품명: 레미케이드주 등) 변경투여 후에도 악화되어 adalimumab(품명: 휴미라주 등) 재투여시 인정여부,2016-04-29,260,공개사례,,,,,
"진료내역 참조, 자350 체외충격파쇄석술(ESWL)시 입원진료, 2차 ESWL 시행 등 인정여부",2016-04-29,422,공개사례,,,,,
"[자동차보험] [16-1-A-1] 진료내역 및 영상자료 등 참조, 교통사고 환자에게 시행한 자82 반월판연골절제술 인정여부(4사례)",2016-04-12,169,공개사례,,,,,
"반복 시행한 역행성 담췌관 내시경 시술 등(ENBD, ERBD, EPBD) 수가산정 방법",2016-03-31,290,공개사례,,,,,
유두괄약근절개술과 동시 시행한 췌관배액술(ERPD) 인정여부 및 수가산정 방법,2016-03-31,173,공개사례,,,,,
진료내역 참조 만성 부비동염 상병 등에 산정된 다245-1가 Cone Beam 전산화단층영상진단(CT)-일반 및 나-755 부비강입구부경검사 인정 여부,2016-03-22,287,공개사례,,,,,
상병 및 진료내역 참조 자-557가 외이도이물 또는 이구전색제거[간단한 것은 기본진료료에 포함]- 복잡한 것 인정 여부,2016-03-22,248,공개사례,,,,,
자-34다두개골조기봉합교정수술 후 Distractor를 제거하면서 두개골고정에 사용한 치료재료 인정여부,2016-02-29,167,공개사례,,,,,
"심방세동 환자의 고주파절제술시 사용한 전극카테터(PENTARAY CATHETER, LASSO CATHETER) 인정여부",2016-02-29,195,공개사례,,,,,
"거동 가능한 NYHA(New York Heart Association) Class IV 환자로 판단하여 도부타민 투여 후 실시한 심장재동기화치료(Cardiac Resynchronization Therapy, CRT) 인정여부",2016-02-29,147,공개사례,,,,,
"진료내역 참조, 일률적으로 동시 시행한 3술(침？구？부항) 인정여부",2016-02-29,448,공개사례,,,,,
"진료내역 및 영상자료 참조, 자71나(2) 인공관절치환술-부분치환(슬관절), 자71가(2) 인공관절치환술-전치환(슬관절) 및 재료대 인정여부",2016-02-29,378,공개사례,,,,,
"진료내역 참조, 자529나 안검하수증수술-근절제술과 동시 실시한 안검성형술의 요양급여대상 인정여부",2016-02-29,567,공개사례,,,,,
"진료내역 참조, 유전성 제8인자 결핍(혈우병 A)상병에 투여한 노보세븐알티주, 훼이바주 인정여부",2016-01-29,162,공개사례,,,,,
"진료내역 참조, 유전성 제8인자 결핍(혈우병 A)상병에 투여한 노보세븐알티주, 훼이바주 및 황산모르핀주 등 인정여부",2016-01-29,189,공개사례,,,,,
"「후천성 동정맥누공」, 「정맥의 장애」상병에 경피적 풍선혈관성형술과 동시에 시행된 혈관색전술 및 재료대 인정여부",2016-01-29,188,공개사례,,,,,
유방암에 수술 후 산정한 자713마 유방절제술-근치절제술 등 인정여부,2016-01-29,289,공개사례,,,,,
확장성 심근병증 상병에 충분한 약물(ACE-inhibitor/ ARB[Angiotensin Receptor Blocker]등) 투여 없이 시행한 심장재동기화치료(CRT-Defibrillator) 시행 인정여부,2016-01-29,160,공개사례,,,,,
고도비만 및 전이성 폐암환자에서 경구섭취가 불량한 경우 영양상태 평가를 위해 시행한 프리알부민 및 중금속(미량금속)검사의 타당성 여부,2015-12-31,246,공개사례,,,,,
쇼그렌증후군이나 강직성척추염 등 의심하에 항핵항체검사[FANA 의양성결과(1:40)]와 동시 혹은 다종 시행한 항ENA항체 검사 등 인정여부,2015-12-31,335,공개사례,,,,,
진료내역 및 검사결과 참조하여 양측 돌발성 특발성 난청 등에 시행한 인공와우 인정여부,2015-12-31,196,공개사례,,,,,
"진료내역 등 참조, 유방의 악성 신생물 상병에 선행화학요법에 대한 효과판정을 위해 실시한 PET-CT 인정여부",2015-11-30,267,공개사례,,,,,
췌장암 환자에게 시행한 내시경 유두괄약근절개술 실패시 수가산정방법,2015-11-30,211,공개사례,,,,,
추간판탈출증 수술 후 발생한 추간판염(discitis) 부위에 시행한 자49가(3) 관혈적 추간판제거술-요추 및 자46가(3) 척추고정술-전방고정-요추 인정여부,2015-11-30,227,공개사례,,,,,
"진료내역 등 참조, 자472나 뇌척수액루수술-척추강내 인정여부",2015-11-30,168,공개사례,,,,,
자514 망막열공냉동응고술과 자516-1 안구내삽관레이저광응고술 동시 실시 인정여부,2015-11-30,255,공개사례,,,,,
콩다래끼 등 상병에 투여한 Levofloxacin 경구제(품명:레사신정) 인정여부,2015-11-30,275,공개사례,,,,,
안과수술중 안구에 주입된 Vancomycin 주사제(품명: 반코마이신주 등) 인정여부,2015-11-30,254,공개사례,,,,,
기타 명시된 추체외로 및 운동장애 상병에 실시한 나252주 훼리틴-핵의학적 방법 인정여부,2015-11-30,174,공개사례,,,,,
"진료내역 참조, 상세불명의 천식 부상병으로 소아에게 투여한 덱사메타손주(성분명: dexamethasone sodium phosphate) 및 아미노필린주(성분명: aminophylline) 인정여부",2015-11-30,202,공개사례,,,,,
"진료내역 등 참조, 상세불명의 사지마비 등 상병에 시행한 사123 작업치료 인정여부",2015-11-30,985,공개사례,,,,,
뇌손상 환자에게 장기간 시행한 사122 중추신경계발달재활치료 등 전문재활치료료 인정여부,2015-11-30,1566,공개사례,,,,,
"시술 부위 등 참조, 백반증 상병에 실시한 자13 피부레이저광선치료[1회당] 인정여부",2015-11-30,280,공개사례,,,,,
이비인후과 영역에서 설단순절제술 및 연부조직종양적출술(지방종 등)-피하양성종양 등에 사용한 초음파 절삭기(Harmonic scalpel 등) 인정여부,2015-10-30,287,공개사례,,,,,
동문맥단락(AP shunt)이 동반된 간세포암에서 1일 간격으로 시행한 간동맥화학색전술(TACE)과 경피적고주파열치료술(RFA)의 인정여부,2015-09-30,192,공개사례,,,,,
"혈액응고장애(혈우병,Hemophilia A)가 있는 간세포암에서 1일 간격으로 시행한간동맥화학색전술(TACE)과 고주파열치료술(RFA)의 인정여부",2015-09-30,170,공개사례,,,,,
[자동차보험] [15-5-A-10] 교통사고 환자에게 시행한 자93-1 견봉성형술 및 회전근개 파열복원술 인정여부(7사례),2015-09-24,338,공개사례,,,,,
"상부관절와순 전후 병변(superior labrum anterior to posterior, SLAP) 복원술 인정여부",2015-08-31,269,공개사례,,,,,
견봉성형술 및 회전근개 파열복원술-복잡(N0938) 인정여부,2015-08-31,282,공개사례,,,,,
"진료내역 참조, 자480-1가 뇌기저부수술-전두개와 수가산정의 타당성 및 동시 시행한 자96나 비강,부비동악성종양적출술 인정여부",2015-08-31,182,공개사례,,,,,
"진료내역 참조, 두개골조기봉합교정수술시 다량 사용된 흡수성 재질의 두개-안면골 고정재료 인정여부",2015-08-31,192,공개사례,,,,,
"진료내역 참조, 동일상병에 대해 해당과를 달리하여 수술하고 각각 청구한 수술료 인정여부",2015-08-31,292,공개사례,,,,,
항핵항체(FANA) 검사결과 음성인 베제트병에 시행한 항ENA항체 검사 인정여부,2015-08-31,223,공개사례,,,,,
Presyncope 환자에서 긴 QT증후군(long QT syndrome)과 다형성 심실빈맥(polymorphic VT) 으로 진단하여 시행한 심율동전환제세동기(ICD) 인정여부,2015-08-31,153,공개사례,,,,,
관상동맥 질환이 있는 환자에서 원인이 불분명한 심정지에 시행한 심율동전환제세동기(ICD)  인정여부,2015-08-31,175,공개사례,,,,,
확장성 심근병증 환자에서 서맥으로 인한 다형성 심실빈맥의 가역성 여부 및 심율동전환제세동기(ICD) 인정여부,2015-08-31,167,공개사례,,,,,
자514 망막열공냉동응고술과 자516-1 안구내삽관레이저광응고술 동시 실시 인정여부,2015-08-31,263,공개사례,,,,,
노년성 백내장 환자에서 수술 전에 시행된 나668-1 망막전위도검사 및 나618다(1) 뇌유발전위검사-시각유발전위검사 인정여부,2015-08-31,315,공개사례,,,,,
"진료내역 참조, 사113 전기자극치료 인정여부",2015-08-31,538,공개사례,,,,,
만성 부비동염 상병에 시행한 다245-1가 Cone Beam 전산화단층영상진단 인정여부,2015-08-31,571,공개사례,,,,,
다뇨 등 상병에 처방된 Desmopressin acetate 경구제(품명: 미니린정 등) 인정여부,2015-08-31,205,공개사례,,,,,
농피증 및 응괴성여드름 상병에 산정한 자10 유주농양천자술 인정여부,2015-08-31,394,공개사례,,,,,
질식분만에 다빈도 투여한 Sulprostone(품명: 나라돌주500) 인정여부,2015-08-31,199,공개사례,,,,,
시술 부위 등 참조 백반증 상병에 실시한 자13 피부레이저광선치료[1회당] 인정여부,2015-08-31,321,공개사례,,,,,
"턱관절 부위에 관절염 등을 진단하기 위해 2D Cone Beam CT 촬영 후, 3차원 입체영상으로 재구성하고 청구한 3D Cone Beam CT의 타당성 여부",2015-07-31,544,공개사례,,,,,
[자동차보험] [15-3-A-2] 진료내역 및 영상자료 참조 내과질환의 사고와의 인과관계 및 기왕증 악화여부(2사례),2015-07-13,180,공개사례,,,,,
[자동차보험] [15-3-A-3] 기왕증을 가진 환자가 사고로 악화된 통증조절진료내역의 교통사고와 관련된 진료인지 여부(2사례),2015-07-13,210,공개사례,,,,,
"[자동차보험] [15-3-A-4] 진료내역 및 영상자료 등 참조, 관절경하 무릎수술의 교통사고 인과관계 여부(5사례)",2015-07-13,289,공개사례,,,,,
[자동차보험] [15-4-B-6] 자동차사고 경상환자의 장기진료 및 다종 진료내역 인정여부(5사례),2015-07-13,528,공개사례,,,,,
[자동차보험] [15-4-C-7] 자동차사고 환자의 양ㆍ한방 협진 진료의 적정성 여부(2사례),2015-07-13,278,공개사례,,,,,
"[자동차보험] [15-4-C-8] 진료내역 참조, 체온열검사 인정여부(1사례)",2015-07-13,153,공개사례,,,,,
외이도의 선천성 결여로 인한 양측 전음성 난청 상병에 외과적 치료 시도 및 청력개선 관찰 없이 시행한 골도 보청기 이식수술 인정여부,2015-06-30,198,공개사례,,,,,
감각 신경성 난청 등 상병으로 검사결과가 서로 상이한 경우에 실시한 인공와우이식 인정여부,2015-06-30,221,공개사례,,,,,
제2형 당뇨병에 수회 실시한 미량알부민검사 인정여부,2015-06-30,501,공개사례,,,,,
간세포암 상병에 혈관색전술(TACE)이 불충분하게 시행되어 추가로 시행한 경피적고주파열치료술(RFA) 및 영상검사 인정여부,2015-05-29,303,공개사례,,,,,
혈관색전술 후 lipidol uptake가 불충분하여 동일에 추가적으로 시행한 경피적고주파열치료술(RFA) 인정여부,2015-05-29,235,공개사례,,,,,
"진료내역 참조, Agalsidase β35mg 주사제(품명: 젠자임파브라자임주) 인정여부",2015-04-30,262,공개사례,,,,,
"진료내역 참조, 저나트륨혈증에 투여한 Tolvaptan 경구제(품명: 삼스카정) 인정여부",2015-04-30,391,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2015-04-30,196,공개사례,,,,,
간 이식 및 신 이식 전에 시행한 다329나 심근 단일광자전산화단층촬영(Myocardial SPECT) 인정여부,2015-03-31,251,공개사례,,,,,
허혈성심질환의 심실세동에 의한 심정지에 시행한 심율동전환제세동기거치술(ICD)-삽입술 및 재료대 인정여부,2015-03-31,211,공개사례,,,,,
long QT syndrome에 시행한 심율동전환제세동기거치술(ICD)삽입술 및 재료대 인정여부,2015-03-31,192,공개사례,,,,,
정신과 약물 복용 중에 실신 주호소로 임상전기생리학적검사에서심실빈맥/심실세동(VT/VF) 유발되어 시행한 심율동전환제세동기거치술(ICD)-삽입술 및 재료대 인정여부,2015-03-31,209,공개사례,,,,,
[자동차보험] [15-1-B-1] 진료내역 참조 도인운동요법 인정여부(5사례),2015-03-30,335,공개사례,,,,,
‘체외조사에 대한 방사선 모의치료 및 치료계획’시마다 청구된  ‘더402나 조사면 검교정(전기적 영상 검교정)’인정여부,2015-02-27,258,공개사례,,,,,
방실결절회귀성빈맥(AVNRT)와 Long QT Syndrome에 시행한 부정맥의 고주파절제술 및 심율동전환제세동기거치술 삽입술 및 재료대 인정여부,2015-01-30,236,공개사례,,,,,
AVF occlusion에 jump graft 및 vein bypass 실시 후 청구한 자164-자 동맥간우회로조성술 인정 여부,2015-01-30,254,공개사례,,,,,
간암상병에 혈관색전술시 간동맥조영과 동시 시행한 복강동맥조영 인정여부 및 판독내용의 타당성,2015-01-30,365,공개사례,,,,,
"뇌하수체의 양성 신생물, 말단거대증 상병에 산도스타틴라르주 인정여부",2015-01-30,312,공개사례,,,,,
"말단거대증 및 뇌하수체 거인증 상병에 감마나이프시행 15개월 후 관해여부판정(oral glucose tolerance test,OGTT)없이 투여된 소마툴린오토젤주(lanreotide acetate) 인정여부",2015-01-30,258,공개사례,,,,,
고프로락틴혈증이 동반된 말단비대증 환자에서 도파민 작용제(Dopamine agonist) 사용 중 추가로 투여된 산도스타틴라르주 인정여부,2015-01-30,232,공개사례,,,,,
고프로락틴혈증이 동반된 말단비대증 환자에서 산도스타틴라르주와 도스티넥스정 병용투여 인정여부,2015-01-30,222,공개사례,,,,,
방광의 악성 신생물 수술 전 시행한 혈관색전술의 의학적 타당성 및 수가 산정방법,2014-12-23,281,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2014-12-23,191,공개사례,,,,,
흉통으로 심장마비가 발생한 후 임상전기생리학적검사에서 심실세동 유발되어 시행한 심율동전환제세동기거치술 삽입술 및 재료대 인정여부,2014-12-23,212,공개사례,,,,,
심실성 빈맥 상병에 실시한 심율동전환제세동기거치술 삽입술 및 재료대 인정여부,2014-12-23,238,공개사례,,,,,
급성심근경색으로 경피적관상동맥스텐트삽입술(PCI) 시행 후 재협착으로 PCI 재 시술 도중 발생한 심실빈맥의 재발 가능성 있어 시행한 심율동전환제세동기거치술 삽입술 및 재료대 인정여부,2014-12-23,285,공개사례,,,,,
관상동맥 CT상 3VD(3 vessel disease)로 재관류 치료 시행하지 않고 실시한 심율동전환제세동기거치술(ICD) 삽입술 및 재료대 인정여부,2014-12-23,219,공개사례,,,,,
[자동차보험] [14-8-A-17] 진료내역 참조 TPI와 동시 시행된 기타 물리치료요법 인정여부(3사례),2014-12-17,1250,공개사례,,,,,
[자동차보험] [14-8-A-18] 진료내역 참조 연하장애재활치료와 동시 시행된 연하재활 기능적전기자극치료 인정여부(2사례),2014-12-17,674,공개사례,,,,,
[자동차보험] [14-9-A-19] 진료내역 참조 경피적 경막외강 신경성형술 인정여부(2사례),2014-12-17,602,공개사례,,,,,
[자동차보험] [14-9-A-21] 척추수술 중 사용된 유착방지제 인정여부(1사례),2014-12-17,306,공개사례,,,,,
[자동차보험] [14-9-A-20] 진료내역 및 영상자료 참조 척추수술 인정여부(1사례),2014-12-17,221,공개사례,,,,,
[자동차보험] [14-8-A-16] 진료내역 참조 경두개자기자극술 인정여부(2사례),2014-12-17,962,공개사례,,,,,
대동맥류 상병에 시행한 Hybrid 수술의 인정여부 및 수가 산정방법,2014-11-28,249,공개사례,,,,,
상세불명의 기관지 또는 폐의 악성 신생물 상병에 폐쐐기절제술(wedge resection) 후 선암(adenocarcinoma)으로 진단되어 폐엽절제술(lobectomy) 시행시 수가 산정방법,2014-11-28,238,공개사례,,,,,
복부 및 흉부CT 동시 촬영 시 조영제 각각 산정 인정여부,2014-11-28,477,공개사례,,,,,
식약처 허가사항을 초과하여 경피경간담즙배액술에 사용한 Fathom Steerable Guide Wire 인정여부,2014-11-28,242,공개사례,,,,,
결장암(stage III) 상병에 수술 후 보조요법(adjuvant)으로 투여된 독시플루리딘캅셀(성분명:Doxifluridine) 인정여부,2014-11-28,250,공개사례,,,,,
직장암(stage II) 상병에 수술 후 보조요법(adjuvant)으로 투여된 코타실이캡슐(성분명: Tegafur+Uracil) 인정여부,2014-11-28,241,공개사례,,,,,
"EGFR 음성, KRAS 정상형(wild type)인 전이성 결장암에 투여된 캄토프주(성분명: irinotecan) + 얼비툭스주(성분명:cetuximab) 인정여부",2014-11-28,330,공개사례,,,,,
유방의 악성 신생물 상병에 아로마신정(성분명:exemestane) 치료 실패 후 투여된‘아로마신정(성분명:exemestane) + 아피니토정(성분명:everolimus)’인정여부(2사례),2014-11-28,279,공개사례,,,,,
두개골조기봉합교정술 시 다량 사용된 흡수성재질의 두개·안면골 고정재료 인정여부,2014-10-31,220,공개사례,,,,,
"진료내역 참조,‘자480-1 뇌기저부수술’인정여부 및‘자480-1가 뇌기저부수술-전두개와’수가산정방법",2014-10-31,230,공개사례,,,,,
동일 날 진단목적의 양측 관상동맥조영술 후 중재적 시술 시 관상동맥조영술(다267수가)산정방법에 대하여,2014-10-31,409,공개사례,,,,,
"진료내역 참조, 전해질 이상과 서맥으로 인한 long-QT증후군에서 시행한 심율동전환제세동기(ICD) 삽입술 및 재료대 요양급여 인정여부",2014-09-30,245,공개사례,,,,,
"진료내역참조, 급성허혈로 발생한 심실세동 심정지의 가역성 여부 및 심율동전환제세동기(ICD)거치술[경정맥]-삽입술 및 재료대 요양급여 인정여부",2014-09-30,263,공개사례,,,,,
"진료내역참조, 원인불명의 실신으로 임상전기생리학적검사(EPS)에서 유발된 심실세동에 시행한 심율동전환제세동기(ICD)거치술[경정맥]-삽입술 및 재료대 요양급여 인정여부",2014-09-30,237,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2014-09-30,232,공개사례,,,,,
췌장체부의 악성신생물 상병으로 하지혈관 양측에 실시한 초음파검사료 인정여부 및 수가산정방법,2014-07-31,364,공개사례,,,,,
위의 악성신생물 상병으로 하지혈관(동·정맥) 양측에 실시한 초음파검사료 인정여부 및 수가산정방법,2014-07-31,312,공개사례,,,,,
말단거대증 및 뇌하수체 거인증 상병에 경비적 뇌하수체종양 적출술(TSA) 후 1개월 만에 투여한 lanreotide acetate 주사제(품명: 소마툴린오토젤주) 인정여부,2014-07-31,274,공개사례,,,,,
말단거대증 및 뇌하수체 거인증 상병에 경구 당부하에 의한 성장호르몬억제검사(OGTT-induced GH suppresion test)가 정상반응을 보인 경우에 투여한 Octreotide 주사제(품명: 산도스타틴라르주) 인정여부,2014-07-31,240,공개사례,,,,,
"수술 부위 등 참조, 골대체제 인정여부 및 적정 사용 용량 (6사례)",2014-07-31,497,공개사례,,,,,
전이성 뇌종양 상병으로 1차 뇌정위적방사선수술 후 3개월 이내에 재시행한 2차 뇌정위적방사선수술 인정여부 (1사례),2014-07-31,242,공개사례,,,,,
대동맥판막성형술(자178다)의 요양급여 인정여부,2014-07-31,246,공개사례,,,,,
ABO불일치 간이식후 시행한 혈장교환술 인정여부,2014-06-30,332,공개사례,,,,,
간이식술시 부수술로 산정된 혈관성형술 및 혈전제거술 인정여부,2014-06-30,280,공개사례,,,,,
[자동차보험] [14-5-A-10] 인지기능 없는 환자에게 다종 시행한 전문재활치료 인정여부(1사례),2014-06-26,691,공개사례,,,,,
[자동차보험] [14-5-A-11] 수상후 장기간 시행하는 전문재활치료 인정여부(2사례),2014-06-26,891,공개사례,,,,,
"[자동차보험] [14-3-A-6] 2종 이상 사용된 골대체제, 고정기기와 동시 사용된 골대체제 인정여부(3사례)",2014-06-26,320,공개사례,,,,,
[자동차보험] [14-3-A-7] 척추수술 중 사용된 유착방지제 인정여부(1사례),2014-06-26,366,공개사례,,,,,
뼈전이암에 예방목적으로 시행한 사지골절정복술 인정여부 및 수가산정방법,2014-05-30,258,공개사례,,,,,
진료내역 참조 관상동맥 중재시술 실패 후 돌연사 예방 위해 시행한 자200-2가 심율동전환제세동기(ICD)거치술[경정맥]-삽입술 및 재료대 요양급여 인정여부,2014-05-30,241,공개사례,,,,,
진료내역 참조 경추손상으로 인한 사지마비 상태로 체위변경시 발생된 동성서맥 및 동정지로 시행한 심박기 거치술(Pacemaker삽입) 및 재료대 요양급여 인정여부,2014-05-30,306,공개사례,,,,,
진료내역 참조 동일 시행한 심실빈맥 전극도자절제술과 심율동전환제세동기거치술[경정맥]-삽입술 및 재료대 요양급여 인정여부,2014-05-30,278,공개사례,,,,,
수술내역 참조 사시수술(복잡) 인정여부,2014-05-30,208,공개사례,,,,,
"진료내역 및 영상자료 참조, 자93-1나(1) 견봉성형술 및 회전근개파열복원술(일차봉합술) 및 관련 재료대(관절경하 수술시 사용하는 치료재료 비용, ANCHOR) 인정여부",2014-04-30,469,공개사례,,,,,
"진료내역 참조, 대동맥판막성형술(자178다)의 요양급여 인정여부",2014-04-30,225,공개사례,,,,,
[자동차보험] [14-1-A-1] 진료내역 참조 레이저 반흔성형술 인정여부(2사례),2014-04-01,390,공개사례,,,,,
[자동차보험] [14-1-A-2] 진료내역 참조 흉터개선제 및 창상피복재 인정여부(4사례),2014-04-01,410,공개사례,,,,,
[자동차보험] [14-2-B-3] 진료내역 참조 침전기자극술과 동시 산정된 경근간섭저주파요법/ 경피전기자극치료 인정여부(2사례),2014-04-01,300,공개사례,,,,,
[자동차보험] [14-2-B-4] 진료내역 참조 도인운동요법의 적정성 인정여부(3사례),2014-04-01,255,공개사례,,,,,
가와사키병(Kawasaki Disease)에 투여된 Human immunoglobulin-G주사제(품명: 아이비글로불린에스주 등) 인정여부,2014-03-31,436,공개사례,,,,,
"진료내역 참조, 급성 심근염(Acute myocarditis) 진단 하에 치료 경과 관찰 중 심실세동 발생하여 시행한 심율동전환제세동기(ICD)거치술(경정맥)-삽입술 및 재료대 요양급여 인정여부",2014-02-28,243,공개사례,,,,,
"진료내역 참조, 실신(Syncope)이 있고 기립경 검사(Head-Up-Tilt Test, HUT)에서 Positive시 임상전기생리학적검사의 적절성 및 자200-2가 심율동전환제세동기(ICD) 거치술(경정맥)-삽입술 및 재료대 요양급여 인정여부",2014-02-28,271,공개사례,,,,,
"진료내역 참조, 심율동전환제세동기(ICD)거치술(경정맥)- 삽입술 및 재료대 요양급여 인정여부",2014-02-28,254,공개사례,,,,,
‘두개골조기봉합이 확인되지 아니한 소두증’에 시행한 두개골조기봉합교정수술 및 관련 치료재료 인정여부,2014-02-28,247,공개사례,,,,,
"진료내역 참조, 두개골조기봉합교정수술 및 관련 치료재료 인정여부",2014-02-28,248,공개사례,,,,,
"진료내역 참조, 수차례(2회 이상) 시행한 두개골조기봉합교정수술 및 관련 치료재료 인정여부",2014-02-28,255,공개사례,,,,,
"진료내역 참조, 두개골조기봉합교정수술 후 Distractor를 제거하면서 두개골고정에 사용한 치료재료 인정여부",2014-02-28,330,공개사례,,,,,
심장수술시‘자191(국소관류)’로  인정 가능한 시술방법에 대하여,2014-02-28,230,공개사례,,,,,
